title,author,publisher,image_url,isbn,category
그들의 생각을 바꾸는 방법,데이비드 맥레이니,웅진지식하우스,https://image.aladin.co.kr/product/31196/89/cover500/8901269406_1.jpg,9788901269405,['인문학']
레버리지 (20만 부 기념 블랙에디션),롭 무어,다산북스,https://image.aladin.co.kr/product/31064/69/cover500/k842831525_2.jpg,9791130697246,['자기계발']
역사의 쓸모,최태성,다산초당(다산북스),https://image.aladin.co.kr/product/19433/93/cover500/k152635416_2.jpg,9791130621968,['인문학']
거의 모든 일상 표현의 영어,"케빈 강, 해나 변",사람in,https://image.aladin.co.kr/product/30388/54/cover500/8960499757_1.jpg,9788960499751,['외국어']
작별들 순간들,배수아,문학동네,https://image.aladin.co.kr/product/30992/25/cover500/8954690564_1.jpg,9788954690560,['에세이']
너와 나 17,홋타 키이치,학산문화사(만화),https://image.aladin.co.kr/product/31311/37/cover500/k922832786_1.jpg,9791169472340,['만화']
세컨드 브레인,티아고 포르테,쌤앤파커스,https://image.aladin.co.kr/product/31222/21/cover500/k702831251_1.jpg,9791165347048,['자기계발']
세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,https://image.aladin.co.kr/product/31196/62/cover500/k272831051_1.jpg,9791191043754,['소설/시/희곡']
지적 대화를 위한 넓고 얕은 지식 2,채사장,웨일북,https://image.aladin.co.kr/product/22872/85/cover500/k912636841_1.jpg,9791190313193,['인문학']
수학은 암기다,김현정,한국경제신문,https://image.aladin.co.kr/product/31059/12/cover500/8947548529_1.jpg,9788947548526,"['좋은부모', '청소년']"
너와 나 16,홋타 키이치,학산문화사(만화),https://image.aladin.co.kr/product/31311/36/cover500/k962832786_1.jpg,9791169472333,['만화']
2024 해커스임용 김진구 전문상담 기본개념 2,김진구,해커스패스,https://image.aladin.co.kr/product/31268/11/cover500/k732832462_1.jpg,9791168806313,['수험서/자격증']
홈 스위트 홈,"최진영, 김기태, 박서련, 서성란, 이장욱, 최은미",문학사상,https://image.aladin.co.kr/product/31050/51/cover500/8970125647_2.jpg,9788970125640,"['소설/시/희곡', '추천도서']"
영어 회화 핵심패턴 233,백선엽,길벗이지톡,https://image.aladin.co.kr/product/30764/91/cover500/k242830553_1.jpg,9791140702503,['외국어']
인간 실격,다자이 오사무,민음사,https://image.aladin.co.kr/product/49/16/cover500/893746103x_3.jpg,9788937461033,['소설/시/희곡']
이은경쌤의 초등어휘일력 365 (스프링),이은경,포레스트북스,https://image.aladin.co.kr/product/30329/10/cover500/k162839232_1.jpg,9791192625300,['좋은부모']
지적 대화를 위한 넓고 얕은 지식 : 제로 편,채사장,웨일북,https://image.aladin.co.kr/product/21984/15/cover500/k622636607_3.jpg,9791190313131,"['인문학', '추천도서']"
그 비스크 돌은 사랑을 한다 10 (초판한정 아크릴 디오라마 + PET 스탠딩 북마크 + 일러스트 카드 포함 한정판),후쿠다 신이치,㈜소미미디어,https://image.aladin.co.kr/product/31184/69/cover500/k492831851_1.jpg,9791138436045,['만화']
브레인 리부트,크리스틴 윌르마이어,부키,https://image.aladin.co.kr/product/31080/78/cover500/8960519677_1.jpg,9788960519671,['건강/취미']
하얼빈,김훈,문학동네,https://image.aladin.co.kr/product/29857/0/cover500/895469991x_3.jpg,9788954699914,"['소설/시/희곡', '추천도서']"
오백 년째 열다섯 2,김혜정,위즈덤하우스,https://image.aladin.co.kr/product/31132/36/cover500/k902831942_1.jpg,9791168125803,['청소년']
비판적 사고와 토론,"배식한, 석기용",태학사,https://image.aladin.co.kr/product/31239/26/cover500/k502832967_1.jpg,9791168101401,"['대학교재/전문서적', '인문학']"
SQL 자격검정 실전문제,한국데이터산업진흥원,한국데이터산업진흥원,https://image.aladin.co.kr/product/9761/28/cover500/8988474848_1.jpg,9788988474846,"['수험서/자격증', '컴퓨터/모바일']"
멋진 신세계,올더스 헉슬리,(주)태일소담출판사,https://image.aladin.co.kr/product/6083/61/cover500/8973814729_2.jpg,9788973814725,"['고전', '소설/시/희곡']"
2023 심우철 실전 동형 모의고사 Season 2,심우철,심슨북스,https://image.aladin.co.kr/product/31084/91/cover500/k712831736_1.jpg,9791162051658,['수험서/자격증']
효창동 우스블랑 : 백곰’s bread note,김영수,더테이블,https://image.aladin.co.kr/product/31311/17/cover500/k182832784_1.jpg,9791197988752,['요리/살림']
트렌드 코리아 2023,"김난도, 전미영, 최지혜, 이수진, 권정윤, 이준영, 이향은, 한다혜, 이혜원, 추예린",미래의창,https://image.aladin.co.kr/product/30169/22/cover500/8959897094_3.jpg,9788959897094,['경제경영']
회복탄력성 (15만부 기념 리커버),김주환,위즈덤하우스,https://image.aladin.co.kr/product/18754/45/cover500/k522635176_2.jpg,9791189938772,['자기계발']
그 많은 개념어는 누가 만들었을까,야마모토 다카미쓰,메멘토,https://image.aladin.co.kr/product/31239/94/cover500/k802832060_1.jpg,9791192099217,"['대학교재/전문서적', '인문학']"
어른이 되기 전에 꼭 한 번은 논어를 읽어라 2,판덩,미디어숲,https://image.aladin.co.kr/product/31217/74/cover500/k752831155_1.jpg,9791158741853,['청소년']
귀엽기만 한 게 아닌 시키모리 양 16,마키 케이고,서울미디어코믹스(서울문화사),https://image.aladin.co.kr/product/31288/35/cover500/k242832574_1.jpg,9791136764973,['만화']
시간이 있었으면 좋겠다,김신지,잠비,https://image.aladin.co.kr/product/30842/55/cover500/k622831377_1.jpg,9791198068408,['에세이']
ETS 토익 정기시험 기출입문서 RC 리딩,ETS,와이비엠,https://image.aladin.co.kr/product/28415/29/cover500/8917238599_1.jpg,9788917238594,['외국어']
챗GPT에게 묻는 인류의 미래,"김대식, 챗GPT",동아시아,https://image.aladin.co.kr/product/31105/45/cover500/8962624842_3.jpg,9788962624847,"['경제경영', '과학']"
열방약국 말기암 통합요법 상담소,김훈하,리더북스,https://image.aladin.co.kr/product/30906/42/cover500/k152831485_1.jpg,9791190616881,['건강/취미']
서평가의 독서법,미치코 가쿠타니,돌베개,https://image.aladin.co.kr/product/31251/66/cover500/k622832362_1.jpg,9791192836003,"['에세이', '인문학']"
회색 인간,김동식,요다,https://image.aladin.co.kr/product/12760/80/cover500/k882532678_1.jpg,9791196222628,"['소설/시/희곡', '추천도서']"
이준석의 거부할 수 없는 미래,이준석,21세기북스,https://image.aladin.co.kr/product/31042/37/cover500/895095379x_3.jpg,9788950953799,['사회과학']
그릿 GRIT (골드 에디션),앤절라 더크워스,비즈니스북스,https://image.aladin.co.kr/product/30657/56/cover500/k272830938_1.jpg,9791162540633,['자기계발']
데일 카네기 자기관리론,데일 카네기,현대지성,https://image.aladin.co.kr/product/26057/28/cover500/k432737052_1.jpg,9791191280333,['자기계발']
세계를 건너 너에게 갈게,이꽃님,문학동네,https://image.aladin.co.kr/product/13366/86/cover500/895465021x_1.jpg,9788954650212,"['청소년', '추천도서']"
해커스 일본어 첫걸음 : 기초 20일 독학 완성!,해커스JLPT연구소,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/27470/88/cover500/8965424216_1.jpg,9788965424215,['외국어']
일본어 무작정 따라하기 완전판,후지이 아사리,길벗이지톡,https://image.aladin.co.kr/product/29877/32/cover500/k712838735_1.jpg,9791165219956,['외국어']
봇치·더·록! 4,하마지 아키,대원씨아이(만화),https://image.aladin.co.kr/product/30933/58/cover500/k412831397_1.jpg,9791169791854,['만화']
모든 꽃이 봄에 피지는 않는다,이다지,서삼독,https://image.aladin.co.kr/product/30955/63/cover500/k752831002_1.jpg,9791165346751,['자기계발']
돈의 심리학,모건 하우절,인플루엔셜(주),https://image.aladin.co.kr/product/29565/95/cover500/k052837359_1.jpg,9791191056372,['경제경영']
희망의 끈,히가시노 게이고,재인,https://image.aladin.co.kr/product/30912/33/cover500/k612831580_2.jpg,9791192483146,['소설/시/희곡']
메이드 인 어비스 11,츠쿠시 아키히토,미우(대원씨아이),https://image.aladin.co.kr/product/31246/99/cover500/k292832260_1.jpg,9791169793537,['만화']
정년이 6,서이레,문학동네,https://image.aladin.co.kr/product/31281/47/cover500/8954691668_1.jpg,9788954691666,['만화']
내가 틀릴 수도 있습니다 (리커버),비욘 나티코 린데블라드,다산초당(다산북스),https://image.aladin.co.kr/product/30534/22/cover500/k152830593_1.jpg,9791130689890,['인문학']
네 기분은 어떤 색깔이니?,최숙희,책읽는곰,https://image.aladin.co.kr/product/30866/85/cover500/k882831576_1.jpg,9791158363925,['유아']
해커스 토익 실전 1000제 1 RC Reading 문제집 (리딩),해커스어학연구소,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/30666/67/cover500/8965425050_1.jpg,9788965425052,['외국어']
C언어로 쉽게 풀어쓴 자료구조,"천인국, 공용해, 하상호",생능,https://image.aladin.co.kr/product/18386/82/cover500/8970509712_1.jpg,9788970509716,"['대학교재/전문서적', '컴퓨터/모바일']"
부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코,토트,https://image.aladin.co.kr/product/28723/81/cover500/k352836574_2.jpg,9791187444725,['경제경영']
죽이고 싶은 아이,이꽃님,우리학교,https://image.aladin.co.kr/product/27211/83/cover500/k422732197_2.jpg,9791190337755,"['청소년', '추천도서']"
손뜨개꽃길의 사계절 코바늘 플라워,박경조,한즈미디어(한스미디어),https://image.aladin.co.kr/product/31184/89/cover500/k732831851_1.jpg,9791160078992,"['건강/취미', '요리/살림']"
생기부 필독서 100,"주경아, 정재화, 방희조, 이재환, 이현규",센시오,https://image.aladin.co.kr/product/31250/68/cover500/k702832360_1.jpg,9791166570957,"['좋은부모', '청소년']"
데미안,헤르만 헤세,민음사,https://image.aladin.co.kr/product/26/0/cover500/s742633278_1.jpg,9788937460449,"['고전', '소설/시/희곡', '추천도서']"
파친코 2,이민진,인플루엔셜(주),https://image.aladin.co.kr/product/29496/41/cover500/k192838537_1.jpg,9791168340541,['소설/시/희곡']
1984,조지 오웰,민음사,https://image.aladin.co.kr/product/41/89/cover500/s122531356_1.jpg,9788937460777,"['고전', '소설/시/희곡', '추천도서']"
스카이 버스,분당강쌤,다산에듀,https://image.aladin.co.kr/product/30812/54/cover500/k242831564_2.jpg,9791130696393,['좋은부모']
가재가 노래하는 곳 (리커버 에디션),델리아 오언스,살림,https://image.aladin.co.kr/product/30383/10/cover500/k322830863_1.jpg,9788952240569,['소설/시/희곡']
ETS 토익 단기 공략 550+ LC + RC,ETS,(주)YBM(와이비엠),https://image.aladin.co.kr/product/24249/41/cover500/8917235921_2.jpg,9788917235920,['외국어']
노잉,안도 미후유,오월구일,https://image.aladin.co.kr/product/31049/3/cover500/k902831329_2.jpg,9791191560305,['자기계발']
천하제일 치킨쇼,이희정,비룡소,https://image.aladin.co.kr/product/30828/56/cover500/8949121999_1.jpg,9788949121994,"['어린이', '추천도서']"
해커스 토익 실전 1000제 1 LC Listening 문제집 (리스닝),해커스어학연구소,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/30666/62/cover500/8965425077_1.jpg,9788965425076,['외국어']
슬램덩크 완전판 프리미엄 박스판 21~24권 세트 - 전4권,이노우에 타케히코,대원씨아이(만화),https://image.aladin.co.kr/product/30790/16/cover500/k332831469_1.jpg,9791169448178,['만화']
단다단 6,타츠 유키노부,대원씨아이(만화),https://image.aladin.co.kr/product/31246/96/cover500/k642832269_1.jpg,9791169793100,['만화']
당연하게도 나는 너를,이꽃님,우리학교,https://image.aladin.co.kr/product/31269/43/cover500/k872832466_1.jpg,9791167550972,['청소년']
모든 것은 기본에서 시작한다,손웅정,수오서재,https://image.aladin.co.kr/product/28089/84/cover500/k082734846_1.jpg,9791190382502,['에세이']
체리새우 : 비밀글입니다 (30만 부 리커버 특별판),황영미,문학동네,https://image.aladin.co.kr/product/30620/71/cover500/k452830821_1.jpg,9788954654753,"['청소년', '추천도서']"
ETS 토익 단기 공략 650+ (LC + RC),ETS,(주)YBM(와이비엠),https://image.aladin.co.kr/product/24699/56/cover500/891723593x_2.jpg,9788917235937,['외국어']
창조적 사고와 글쓰기,"박민영, 김명석, 김나영",태학사,https://image.aladin.co.kr/product/31239/27/cover500/k662832967_1.jpg,9791168101425,"['대학교재/전문서적', '인문학']"
파친코 1,이민진,인플루엔셜(주),https://image.aladin.co.kr/product/29496/39/cover500/k202838509_3.jpg,9791168340510,"['소설/시/희곡', '추천도서']"
해커스 보카 (Hackers Vocabulary),David Cho,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/6111/73/cover500/s442731548_1.jpg,9788965421030,"['수험서/자격증', '외국어']"
백년 허리 2 : 치료편,정선근,언탱글링,https://image.aladin.co.kr/product/27124/76/cover500/k272731146_1.jpg,9791197437311,['건강/취미']
2023 수제비 정보처리기사 필기 1권+2권 합본세트 - 전2권,NCS 정보처리기술사 연구회,건기원,https://image.aladin.co.kr/product/30516/21/cover500/k052830499_1.jpg,9791157677030,"['수험서/자격증', '컴퓨터/모바일']"
신들은 죽임당하지 않을 것이다,켄 리우,황금가지,https://image.aladin.co.kr/product/31152/85/cover500/k552831148_1.jpg,9791158887179,['소설/시/희곡']
최재천의 동물대탐험 2 : 나무늘보의 노래,"황혜영 (글), 박현미 (그림), 최재천 (기획), 안선영 (해설)",다산어린이,https://image.aladin.co.kr/product/31249/33/cover500/k902832368_1.jpg,9791130697536,['어린이']
초등 사회 진짜 문해력 5-1,"배성호, 곽혜송, 신봉석, 이우철",창비교육,https://image.aladin.co.kr/product/31091/27/cover500/k872831836_1.jpg,9791165701888,['어린이']
악인론,손수현,다산북스,https://image.aladin.co.kr/product/31105/6/cover500/k762831635_1.jpg,9791130697499,['자기계발']
2023 에듀윌 스포츠지도사 필기 한권끝장,"정수봉, 이준영, 원효리, 이성열, 임다연, 이재우",에듀윌,https://image.aladin.co.kr/product/30115/97/cover500/k802839987_1.jpg,9791136019516,['수험서/자격증']
저는 많이 보고 있어요,안미옥,문학동네,https://image.aladin.co.kr/product/31088/28/cover500/8954690815_1.jpg,9788954690812,['소설/시/희곡']
2023 마무리 특강 조태정 영어 클라이맥스(CLIMAX),조태정,사피엔스넷,https://image.aladin.co.kr/product/31239/25/cover500/k342832967_1.jpg,9791167930774,['수험서/자격증']
고양이는 다 알아?,브렌던 웬젤,올리,https://image.aladin.co.kr/product/31152/38/cover500/k182831148_2.jpg,9791165346409,['유아']
공정하다는 착각,마이클 샌델,와이즈베리,https://image.aladin.co.kr/product/25470/6/cover500/k092633826_3.jpg,9791164136452,"['사회과학', '인문학', '추천도서']"
너의 이름은.,신카이 마코토,대원씨아이(단행본),https://image.aladin.co.kr/product/9894/83/cover500/k862535655_2.jpg,9791133440054,['소설/시/희곡']
2023 심우철 실전 동형 모의고사 Season 1,심우철,심슨북스,https://image.aladin.co.kr/product/30828/37/cover500/k142831175_1.jpg,9791162051474,['수험서/자격증']
마법사의 신부 18,야마자키 코레,학산문화사(만화),https://image.aladin.co.kr/product/31190/21/cover500/k722831857_1.jpg,9791169478458,['만화']
세상에서 가장 쉬운 본질육아 (러브드 에디션),지나영,21세기북스,https://image.aladin.co.kr/product/30566/12/cover500/8950941813_3.jpg,9788950941819,['좋은부모']
정의란 무엇인가,마이클 샌델,와이즈베리,https://image.aladin.co.kr/product/4898/84/cover500/8937834790_3.jpg,9788937834790,"['사회과학', '인문학']"
총 균 쇠 (양장),재레드 다이아몬드,문학사상,https://image.aladin.co.kr/product/2404/81/cover500/8970128859_2.jpg,9788970128856,"['인문학', '추천도서']"
해커스 토익 스타트 리스닝 LC,David Cho,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/22237/19/cover500/8965423384_2.jpg,9788965423386,['외국어']
초판본 어린 왕자 (반양장),앙투안 드 생텍쥐페리,더스토리,https://image.aladin.co.kr/product/28050/46/cover500/k102734432_1.jpg,9791164455300,"['고전', '소설/시/희곡']"
슬램덩크 완전판 프리미엄 박스판 16~20권 세트 - 전5권,이노우에 타케히코,대원씨아이(만화),https://image.aladin.co.kr/product/30790/13/cover500/k312831469_1.jpg,9791169448116,['만화']
모 이야기,최연주,엣눈북스(atnoonbooks),https://image.aladin.co.kr/product/30986/29/cover500/k132831306_1.jpg,9791188594245,"['만화', '소설/시/희곡']"
경제기사 궁금증 300문 300답,곽해선,혜다,https://image.aladin.co.kr/product/30966/52/cover500/k192831203_1.jpg,9791191183214,['경제경영']
특수아동교육,"이소현, 박은혜",학지사,https://image.aladin.co.kr/product/1100/66/cover500/8963306097_1.jpg,9788963306094,['대학교재/전문서적']
2023 경찰채용 시험대비 갓대환 합격이 개쉬운 봉투모의고사,김대환,멘토링,https://image.aladin.co.kr/product/31196/80/cover500/k852831051_1.jpg,9791160492576,['수험서/자격증']
죽음이란 무엇인가,셸리 케이건,웅진지식하우스,https://image.aladin.co.kr/product/31150/39/cover500/8901269090_1.jpg,9788901269092,['인문학']
2023 전한길 한국사 실전형 봉투 모의고사,전한길,전한길한국사,https://image.aladin.co.kr/product/31199/76/cover500/k352831057_1.jpg,9791191454246,['수험서/자격증']
싯다르타,헤르만 헤세,민음사,https://image.aladin.co.kr/product/32/95/cover500/8937460580_3.jpg,9788937460586,"['고전', '소설/시/희곡', '추천도서']"
슬램덩크 완전판 프리미엄 박스판 1~5권 세트 - 전5권,이노우에 타케히코,대원씨아이(만화),https://image.aladin.co.kr/product/30790/3/cover500/k272831469_1.jpg,9791169447928,['만화']
명품 JAVA Programming,"황기태, 김효수",생능,https://image.aladin.co.kr/product/14830/18/cover500/897050947x_1.jpg,9788970509471,['컴퓨터/모바일']
짝 없는 여자와 도시,비비언 고닉,글항아리,https://image.aladin.co.kr/product/31016/62/cover500/k892831410_1.jpg,9791169090735,['에세이']
미국식 영작문 수업 : 어휘,최정숙,동양북스(동양문고),https://image.aladin.co.kr/product/31088/96/cover500/k502831832_1.jpg,9791157688487,['외국어']
사람을 얻는 지혜 (국내 최초 스페인어 완역본),발타자르 그라시안,현대지성,https://image.aladin.co.kr/product/30375/93/cover500/k742839951_1.jpg,9791139708967,"['에세이', '인문학', '자기계발']"
2주 만에 끝내는 해커스 오픽 OPIc Advanced 공략,해커스 오픽연구소,(주)해커스,https://image.aladin.co.kr/product/8683/76/cover500/k542535185_3.jpg,9791158551957,['외국어']
고양이 해결사 깜냥 2,홍민정,창비,https://image.aladin.co.kr/product/24790/61/cover500/8936447866_1.jpg,9788936447861,['어린이']
Stick 스틱! (15주년 기념판),"칩 히스, 댄 히스",웅진지식하우스,https://image.aladin.co.kr/product/30313/61/cover500/8901266091_2.jpg,9788901266091,['경제경영']
망그러진 만화 벚꽃 에디션 & 벚꽃 향수 박스 한정판,유랑,좋은생각,https://image.aladin.co.kr/product/31266/23/cover500/k392832367_2.jpg,9791187033837,"['만화', '에세이']"
너와 나 18 : 컴플리트 일러스트집,홋타 키이치,학산문화사(만화),https://image.aladin.co.kr/product/31311/37/cover500/k002832786_1.jpg,9791169478373,['만화']
언제 행복할 예정인가요?,자목,모과나무,https://image.aladin.co.kr/product/28976/32/cover500/k642836921_1.jpg,9791187280347,"['대학교재/전문서적', '종교/역학']"
슬램덩크 완전판 프리미엄 박스판 11~15권 세트 - 전5권,이노우에 타케히코,대원씨아이(만화),https://image.aladin.co.kr/product/30790/11/cover500/k392831469_1.jpg,9791169448055,['만화']
부동산 변곡점이 왔다,삼토시(강승우),위즈덤하우스,https://image.aladin.co.kr/product/30638/81/cover500/k462830023_1.jpg,9791168125452,['경제경영']
명품 HTML5+CSS3+Javascript 웹 프로그래밍,황기태,생능,https://image.aladin.co.kr/product/28835/88/cover500/8970505458_1.jpg,9788970505459,['컴퓨터/모바일']
보카바이블 (VOCA Bible) 4.0 (A권 + B권),허민,스텝업,https://image.aladin.co.kr/product/14902/59/cover500/8994553096_1.jpg,9788994553092,"['수험서/자격증', '외국어']"
상담심리학의 이론과 실제 (천성문 외),"천성문, 이영순, 박명숙, 이동훈, 함경애",학지사,https://image.aladin.co.kr/product/26666/3/cover500/8999723712_1.jpg,9788999723711,"['대학교재/전문서적', '인문학']"
기분이 태도가 되지 말자,김수현,하이스트,https://image.aladin.co.kr/product/30571/67/cover500/k892830719_2.jpg,9791197647666,['에세이']
젊은 남자,아니 에르노,레모,https://image.aladin.co.kr/product/31132/18/cover500/k882831940_1.jpg,9791191861198,"['소설/시/희곡', '추천도서']"
챗GPT와 글쓰기,김철수,위키북스,https://image.aladin.co.kr/product/31148/51/cover500/k362831044_1.jpg,9791158394233,"['경제경영', '컴퓨터/모바일']"
이제 시작이야! 컴퓨팅 사고력으로 인공지능까지 : 스크래치,"전수진, 박주연, 김수환",연두에디션,https://image.aladin.co.kr/product/31190/71/cover500/k132831950_1.jpg,9791192187082,['컴퓨터/모바일']
지구 끝의 온실,김초엽,자이언트북스,https://image.aladin.co.kr/product/27692/63/cover500/s772839857_2.jpg,9791191824001,"['소설/시/희곡', '추천도서']"
10배의 법칙,그랜트 카돈,부키,https://image.aladin.co.kr/product/29168/76/cover500/8960519146_1.jpg,9788960519145,['자기계발']
"2023 큰별쌤 최태성의 별★별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성,이투스북,https://image.aladin.co.kr/product/30708/26/cover500/k162830147_1.jpg,9791138911757,['수험서/자격증']
순간을 믿어요,이석원,을유문화사,https://image.aladin.co.kr/product/31062/77/cover500/8932474842_1.jpg,9788932474847,['에세이']
혼자 공부하는 파이썬,윤인성,한빛미디어,https://image.aladin.co.kr/product/29499/67/cover500/k412837047_1.jpg,9791162245651,['컴퓨터/모바일']
리보와 앤,어윤정,문학동네,https://image.aladin.co.kr/product/30986/85/cover500/8954690696_1.jpg,9788954690690,"['어린이', '추천도서']"
2023 수제비 정보처리기사 실기 FINAL 실전 모의고사,NCS 정보처리기술사 연구회,건기원,https://image.aladin.co.kr/product/30742/24/cover500/k252830253_1.jpg,9791157677115,"['수험서/자격증', '컴퓨터/모바일']"
가끔씩 툭하고 러시아어로 부끄러워하는 옆자리의 아랴 양 4,SUN SUN SUN,디앤씨미디어(주)(D&C미디어),https://image.aladin.co.kr/product/31294/19/cover500/k732832673_1.jpg,9791127867676,['소설/시/희곡']
두근두근 파이썬,천인국,생능,https://image.aladin.co.kr/product/30773/95/cover500/897050656x_1.jpg,9788970506562,['컴퓨터/모바일']
지위 게임,윌 스토,흐름출판,https://image.aladin.co.kr/product/31134/83/cover500/8965965594_1.jpg,9788965965596,['인문학']
오십에 읽는 순자,최종엽,유노북스,https://image.aladin.co.kr/product/31179/9/cover500/k772831754_1.jpg,9791192300528,['인문학']
사카모토 데이즈 9,스즈키 유우토,대원씨아이(만화),https://image.aladin.co.kr/product/31215/55/cover500/k112831159_1.jpg,9791169793131,['만화']
심리학이 제갈량에게 말하다 2,천위안,리드리드출판(한국능률협회),https://image.aladin.co.kr/product/31239/23/cover500/8972773735_1.jpg,9788972773733,['자기계발']
2023 조태정 영어 백신 모의고사 (추론 출제 경향) Season 1,조태정,메가스터디교육(공무원),https://image.aladin.co.kr/product/31269/94/cover500/k802832569_1.jpg,9791167224170,['수험서/자격증']
다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,https://image.aladin.co.kr/product/27608/83/cover500/k722733028_2.jpg,9791197413025,"['과학', '인문학']"
침묵의 봄,레이첼 카슨,에코리브르,https://image.aladin.co.kr/product/1446/13/cover500/k192531425_2.jpg,9788962630619,"['고전', '과학', '사회과학', '추천도서']"
우리는 모두 죽는다는 것을 기억하라,웨인 다이어,토네이도,https://image.aladin.co.kr/product/21533/40/cover500/k132636393_3.jpg,9791158511586,"['에세이', '자기계발']"
월급쟁이 부자로 은퇴하라 (10만 부 돌파 기념 증보판),너나위,알에이치코리아(RHK),https://image.aladin.co.kr/product/29637/94/cover500/8925578158_1.jpg,9788925578156,['경제경영']
부자의 자세,제이원,좋은연필,https://image.aladin.co.kr/product/30296/33/cover500/k132839920_1.jpg,9791195763665,['경제경영']
시장의 마법사들,잭 슈웨거,이레미디어,https://image.aladin.co.kr/product/228/30/cover500/8991998186_1.jpg,9788991998186,['경제경영']
나츠메 우인장 28,미도리카와 유키,학산문화사(만화),https://image.aladin.co.kr/product/30619/92/cover500/k082830829_1.jpg,9791169277006,['만화']
당신께,오지은,김영사,https://image.aladin.co.kr/product/31196/68/cover500/8934966017_1.jpg,9788934966012,['에세이']
친애하는 숙녀 신사 여러분,유즈키 아사코,리드비,https://image.aladin.co.kr/product/31196/25/cover500/k302831059_1.jpg,9791192738055,['소설/시/희곡']
영원 금지 소년 금지 천사 금지,육호수,문학동네,https://image.aladin.co.kr/product/31273/67/cover500/8954698654_1.jpg,9788954698658,['소설/시/희곡']
계속 가보겠습니다,임은정,메디치미디어,https://image.aladin.co.kr/product/29792/65/cover500/k282838912_1.jpg,9791157062645,['사회과학']
28시간에 끝내는 토익스피킹 스타트,"황인기, 시원스쿨 어학연구소",시원스쿨LAB,https://image.aladin.co.kr/product/29530/42/cover500/k372837540_2.jpg,9791186858387,['외국어']
감람 일러스트집 ROMANCE,감람,테라코타,https://image.aladin.co.kr/product/31239/21/cover500/k092832967_1.jpg,9791198180315,"['만화', '예술/대중문화']"
주식투자 최적의 타이밍을 잡는 법,스탠 와인스타인,플로우,https://image.aladin.co.kr/product/25734/52/cover500/k582736979_1.jpg,9791191228366,['경제경영']
슬램덩크 완전판 프리미엄 박스판 6~10권 세트 - 전5권,이노우에 타케히코,대원씨아이(만화),https://image.aladin.co.kr/product/30790/8/cover500/k362831469_1.jpg,9791169447997,['만화']
열 번 잘해도 한 번 실수로 무너지는 게 관계다,김다슬,클라우디아,https://image.aladin.co.kr/product/30884/66/cover500/k442831381_1.jpg,9791196617141,['에세이']
빛과 영원의 시계방,김희선,허블,https://image.aladin.co.kr/product/31088/59/cover500/k732831830_1.jpg,9791190090896,['소설/시/희곡']
데이터베이스 개론,김연희,한빛아카데미(교재),https://image.aladin.co.kr/product/28756/22/cover500/k952836881_1.jpg,9791156645771,"['대학교재/전문서적', '수험서/자격증', '컴퓨터/모바일']"
"세상에 대하여 우리가 더 잘 알아야 할 교양 : 사형제도, 과연 필요한가?",케이 스티어만,내인생의책,https://image.aladin.co.kr/product/1818/62/cover500/8996886947_1.jpg,9788996886945,"['어린이', '청소년']"
우리가 운명이라고 불렀던 것들,슈테판 클라인,포레스트북스,https://image.aladin.co.kr/product/31132/42/cover500/k162831942_1.jpg,9791192625270,['과학']
죽음의 수용소에서,빅터 프랭클,청아출판사,https://image.aladin.co.kr/product/24212/1/cover500/8936811541_2.jpg,9788936811549,['인문학']
심판,베르나르 베르베르,열린책들,https://image.aladin.co.kr/product/24919/70/cover500/8932920400_3.jpg,9788932920405,"['소설/시/희곡', '예술/대중문화']"
ETS 토익 정기시험 기출입문서 LC 리스닝,ETS,와이비엠,https://image.aladin.co.kr/product/28415/24/cover500/8917238580_1.jpg,9788917238587,['외국어']
가짜 모범생,손현주,특별한서재,https://image.aladin.co.kr/product/28089/59/cover500/k322734845_1.jpg,9791167030313,"['소설/시/희곡', '청소년', '추천도서']"
아이에게 주는 감정 유산,이남옥(레지나),라이프앤페이지,https://image.aladin.co.kr/product/30933/81/cover500/k402831498_2.jpg,9791191462173,['좋은부모']
Kreyszig 공업수학 (상),Erwin Kreyszig,텍스트북스(TextBook),https://image.aladin.co.kr/product/28955/80/cover500/k392836417_1.jpg,9791191679045,['대학교재/전문서적']
대학생을 위한 성장과 소통의 글쓰기,"송재일, 송홍규, 정형근, 가은아, 권대광, 유리",박이정,https://image.aladin.co.kr/product/26788/3/cover500/k612730582_1.jpg,9791158486174,"['대학교재/전문서적', '인문학']"
HTML5 웹 프로그래밍 입문,윤인성,한빛아카데미(교재),https://image.aladin.co.kr/product/19965/94/cover500/k642635843_1.jpg,9791156644552,"['대학교재/전문서적', '컴퓨터/모바일']"
호랑이는 용을 아직 먹지 않는다 1,이나바 하치,㈜소미미디어,https://image.aladin.co.kr/product/31184/76/cover500/k522831851_1.jpg,9791138436014,['만화']
